sample@email.com,Attend the school graduation,480,2017-11-27 06:58:00,2017-12-14 23:00:00,2017,50,0,2,17,False,190
sample@email.com,Go to Baile da Gaiola,480,2018-08-07 11:25:00,2018-08-10 22:00:00,2018,32,10,0,3,False,236
sample@email.com,Study calculus and problem set 2,300,2020-09-18 00:58:00,2020-09-18 08:00:00,2020,38,0,0,0,False,208
sample@email.com,Go to psychiatrist appointment,90,2021-05-18 21:23:00,2021-05-19 19:00:00,2021,20,0,0,1,False,134
sample@email.com,Facetime with Alessandra,90,2021-05-21 02:39:00,2021-05-21 15:30:00,2021,20,1,0,0,False,223
sample@email.com,Take exam 3,120,2021-07-07 23:53:00,2021-07-08 11:00:00,2021,27,0,0,1,False,166
sample@email.com,Go to psychologist appointment,60,2021-09-01 15:56:00,2021-09-03 16:00:00,2021,35,0,0,2,False,224
sample@email.com,Consult with Dr. Bruno,60,2021-10-25 11:01:00,2021-11-01 19:30:00,2021,44,0,1,7,False,39
sample@email.com,Go to the gym,60,2022-01-17 13:36:00,2022-01-17 17:55:00,2022,3,0,0,0,False,35
sample@email.com,Have chiropractic,120,2022-01-20 06:38:00,2022-01-20 10:45:00,2022,3,1,0,0,False,165
sample@email.com,Study,165,2022-01-20 07:29:00,2022-01-20 07:30:00,2022,3,2,0,0,False,159
sample@email.com,Have an imaging exam,55,2022-01-20 09:06:00,2022-01-25 08:10:00,2022,4,0,1,5,False,64
sample@email.com,Participate in the course registration adjustment,120,2022-01-20 20:27:00,2022-01-24 08:00:00,2022,4,1,1,4,False,16
sample@email.com,Participate in the second registration adjustment,60,2022-01-20 20:27:00,2022-01-24 17:00:00,2022,4,2,1,4,False,34
sample@email.com,Study,75,2022-01-24 08:55:00,2022-01-24 09:15:00,2022,4,3,0,0,False,18
sample@email.com,Tidy up,30,2022-01-24 22:32:00,2022-01-25 07:25:00,2022,4,6,0,1,False,62
sample@email.com,Go to Barra Shopping,135,2022-01-27 10:59:00,2022-01-27 18:00:00,2022,4,7,0,0,False,180
sample@email.com,Go to psychologist appointment,49,2022-02-01 13:59:00,2022-02-02 18:00:00,2022,5,0,0,1,False,132
sample@email.com,Celebrate Gabi's birthday,240,2022-02-01 16:47:00,2022-02-04 20:00:00,2022,5,1,0,3,False,232
sample@email.com,Celebrate Sofia K's birthday,240,2022-02-04 22:59:00,2022-02-05 20:00:00,2022,5,2,0,1,False,280
sample@email.com,Go to psychologist appointment,49,2022-02-06 19:36:00,2022-02-07 13:10:00,2022,6,1,1,1,False,26
sample@email.com,Consult the surgeon,120,2022-02-07 20:27:00,2022-02-09 15:00:00,2022,6,2,0,2,False,126
sample@email.com,See the orthopedist,60,2022-02-19 23:24:00,2022-02-22 16:30:00,2022,8,0,1,3,False,81
sample@email.com,Celebrate Giovanna Lopes' birthday,120,2022-03-05 18:33:00,2022-03-05 20:30:00,2022,9,1,0,0,False,281
sample@email.com,Go to barbecue,480,2022-03-06 02:36:00,2022-03-06 13:00:00,2022,9,2,0,0,False,314
sample@email.com,Take Algebra test 1,480,2022-03-17 11:21:00,2022-03-25 00:00:00,2022,12,5,1,8,False,192
sample@email.com,Animate ideas with Keynote,60,2022-03-21 23:56:00,2022-03-22 19:00:00,2022,12,6,0,1,False,86
sample@email.com,Have lunch with grandma,165,2022-03-26 00:27:00,2022-03-26 14:00:00,2022,12,7,0,0,False,268
sample@email.com,Have an imaging exam,60,2022-03-26 10:06:00,2022-04-09 15:00:00,2022,14,8,2,14,False,270
sample@email.com,Consult the dermatologist,40,2022-04-14 10:16:00,2022-04-14 11:20:00,2022,15,8,0,0,False,166
sample@email.com,Have an imaging exam,55,2022-04-09 18:52:00,2022-04-21 09:00:00,2022,16,7,2,12,False,162
sample@email.com,Take the driving test,60,2022-04-23 15:36:00,2022-04-25 11:00:00,2022,17,0,1,2,False,22
sample@email.com,Take INF1018 exam 1,105,2022-04-26 09:54:00,2022-05-05 09:00:00,2022,18,1,1,9,False,162
sample@email.com,Take Algebra test 3,480,2022-05-16 10:39:00,2022-05-20 00:00:00,2022,20,3,0,4,False,192
sample@email.com,Study,210,2022-05-16 10:30:00,2022-05-23 09:00:00,2022,21,1,1,7,False,18
sample@email.com,Study,150,2022-05-16 10:30:00,2022-05-25 09:30:00,2022,21,3,1,9,False,115
